scheme_code,isin,scheme_name,nav,date,amc,category,aum_crore,expense_ratio,1y,3y,5y,volatility,sharpe,ranking_score,risk
124303,-,Motilal Oswal Ultra Short Term Fund Regular - IDCW Daily Reinvestment,11.4495,23-Mar-2026,Motilal Oswal Mutual Fund,Other,3621.82,1.93,0.0,0.0,0.0,0.0,0.0,0.0,moderate
124313,-,Motilal Oswal Ultra Short Term Fund Regular - IDCW Fortnightly Reinvestment,11.5111,23-Mar-2026,Motilal Oswal Mutual Fund,Other,3688.77,2.09,0.0,0.0,0.0,0.0,0.0,0.0,moderate
124315,INF247L01320,Motilal Oswal Ultra Short Term Fund Regular - IDCW Monthly Payout/Reinvestment,11.4966,23-Mar-2026,Motilal Oswal Mutual Fund,Other,2623.17,1.49,0.0,0.0,0.0,0.0,0.0,0.0,moderate
124305,INF247L01338,Motilal Oswal Ultra Short Term Fund Regular - IDCW Quarterly Payout/Reinvestment,11.7565,23-Mar-2026,Motilal Oswal Mutual Fund,Other,890.68,2.21,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138358,INF223J01QO7,PGIM India Ultra Short Duration Fund - Direct Plan - Growth,37.1079,23-Mar-2026,PGIM India Mutual Fund,Other,941.3,1.66,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138362,INF223J01QR0,PGIM India Ultra Short Duration Fund - Direct Plan - Weekly Dividend,10.263,23-Mar-2026,PGIM India Mutual Fund,Other,2118.59,1.42,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146067,INF277K014T4,TATA Ultra Short Term Fund-Direct Plan - Weekly Payout of Income Distribution cum capital withdrawal option,10.4075,23-Mar-2026,Tata Mutual Fund,Other,4399.02,2.4,0.0,0.0,0.0,0.0,0.0,0.0,moderate
119829,INF200K01TH1,SBI Ultra Short Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1272.2756,23-Mar-2026,SBI Mutual Fund,Other,27729.07,0.73,0.0,0.0,0.0,0.0,0.0,0.0,moderate
100641,INF200K01LJ4,SBI ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,6227.8435,23-Mar-2026,SBI Mutual Fund,Other,60641.06,2.05,0.0,0.0,0.0,0.0,0.0,0.0,moderate
103884,INF200K01LM8,SBI Ultra Short Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1264.3084,23-Mar-2026,SBI Mutual Fund,Other,47495.96,1.15,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149537,INF173K01CX3,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund) - Income Distribution CUM Capital Withdrawal Option (IDCW),1069.1123,23-Mar-2026,Sundaram Mutual Fund,Other,4196.98,1.82,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149724,INF903JA1JQ0,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund) Direct Plan -IDCW,1209.0534,27-Jun-2025,Sundaram Mutual Fund,Other,4124.8,0.75,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149720,-,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund) Direct Plan Fortnightly IDCW,1064.1664,28-Jun-2024,Sundaram Mutual Fund,Other,4232.3,1.51,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149721,-,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund) Direct Plan IDCW Daily,1006.1763,28-Jun-2024,Sundaram Mutual Fund,Other,2476.96,0.54,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149539,INF173K01HI3,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan -Growth Option,3056.6796,23-Mar-2026,Sundaram Mutual Fund,Other,1734.78,1.28,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149719,-,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan IDCW Weekly,1020.1955,26-May-2022,Sundaram Mutual Fund,Other,3978.64,0.65,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149540,INF173K01HK9,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan Income Distribution CUM Capital Withdrawal Option (IDCW),1084.2726,23-Mar-2026,Sundaram Mutual Fund,Other,2311.34,1.45,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149536,-,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Daily Income Distribution CUM Capital Withdrawal Option,1005.43,28-Jun-2024,Sundaram Mutual Fund,Other,998.87,1.34,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149535,INF173K01CU9,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Growth Option,2777.5173,23-Mar-2026,Sundaram Mutual Fund,Other,4289.37,1.39,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149538,-,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Weekly Income Distribution CUM Capital Withdrawal Option,1020.3675,28-Jun-2024,Sundaram Mutual Fund,Other,4424.54,0.59,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149723,INF903JA1JN7,Sundaram Ultra Short Duration Fund (Formerly Known as Prinicpal Ultra Short Term Fund) Regular Plan -IDCW,1155.9153,27-Jun-2025,Sundaram Mutual Fund,Other,2384.92,1.22,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149722,-,Sundaram Ultra Short Duration Fund (Formerly Known as Prinicpal Ultra Short Term Fund) Regular Plan Fortnightly IDCW,1062.5332,28-Jun-2024,Sundaram Mutual Fund,Other,470.93,2.01,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146076,-,TATA Ultra Short Term Fund Direct Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option,15.5981,23-Mar-2026,Tata Mutual Fund,Other,2000.35,1.24,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146068,-,TATA Ultra Short Term Fund Direct Plan - Weekly Reinvestment of Income Distribution cum capital withdrawal option,10.4075,23-Mar-2026,Tata Mutual Fund,Other,4037.33,1.93,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146073,-,TATA Ultra Short Term Fund Regular Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option,14.7371,23-Mar-2026,Tata Mutual Fund,Other,4518.69,1.24,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146074,-,TATA Ultra Short Term Fund Regular Plan -Weekly Reinvestment of Income Distribution cum capital withdrawal option,10.3796,23-Mar-2026,Tata Mutual Fund,Other,1097.02,1.35,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146069,INF277K012T8,TATA Ultra Short Term Fund-Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option,15.5981,23-Mar-2026,Tata Mutual Fund,Other,428.17,1.63,0.0,0.0,0.0,0.0,0.0,0.0,moderate
105080,-,SBI Ultra Short Duration Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),2345.7484,23-Mar-2026,SBI Mutual Fund,Other,10698.51,2.18,0.0,0.0,0.0,0.0,0.0,0.0,moderate
119828,INF200K01TF5,SBI ULTRA SHORT DURATION FUND - DIRECT PLAN - GROWTH,6347.0502,23-Mar-2026,SBI Mutual Fund,Other,58204.21,0.87,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138343,INF223J01FK8,PGIM India Ultra Short Duration Fund - Growth,35.3279,23-Mar-2026,PGIM India Mutual Fund,Other,4365.58,2.08,0.0,0.0,0.0,0.0,0.0,0.0,moderate
119784,-,SBI Ultra Short Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),2373.3345,23-Mar-2026,SBI Mutual Fund,Other,53989.85,1.92,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138344,INF223J01FL6,PGIM India Ultra Short Duration Fund - Monthly Dividend,15.2572,23-Mar-2026,PGIM India Mutual Fund,Other,3193.95,0.56,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138338,INF223J01FW3,PGIM India Ultra Short Duration Fund - Regular Plan - Daily Dividend,10.0215,28-Jul-2019,PGIM India Mutual Fund,Other,2709.27,0.61,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138337,INF223J01FX1,PGIM India Ultra Short Duration Fund - Regular Plan - Growth,34.2452,21-Jan-2022,PGIM India Mutual Fund,Other,665.43,0.63,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138340,INF223J01FY9,PGIM India Ultra Short Duration Fund - Regular Plan - Monthly Dividend,10.5275,28-Jul-2019,PGIM India Mutual Fund,Other,3067.63,1.96,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138339,INF223J01GC3,PGIM India Ultra Short Duration Fund - Regular Plan - Weekly Dividend,10.5017,21-Jan-2022,PGIM India Mutual Fund,Other,674.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138341,INF223J01FO0,PGIM India Ultra Short Duration Fund - Weekly Dividend,10.075,23-Mar-2026,PGIM India Mutual Fund,Other,1752.31,1.24,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138368,INF223J01XH7,PGIM India Ultra Short Term Fund - Annual Bonus,20.9045,26-Feb-2018,PGIM India Mutual Fund,Other,799.93,0.71,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138354,INF223J01JJ2,PGIM India Ultra Short Term Fund - Annual Dividend,10.7885,17-Jun-2019,PGIM India Mutual Fund,Other,3491.16,1.96,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138345,INF223J01FN2,PGIM India Ultra Short Term Fund - Bonus,16.1171,09-Jul-2018,PGIM India Mutual Fund,Other,1110.64,1.14,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138367,INF223J01XI5,PGIM India Ultra Short Term Fund - Direct Plan - Annual Bonus,15.3662,11-Apr-2019,PGIM India Mutual Fund,Other,2020.11,1.03,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138360,INF223J01QI9,PGIM India Ultra Short Term Fund - Direct Plan - Annual Dividend,11.11,28-Jul-2019,PGIM India Mutual Fund,Other,4488.81,1.8,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138363,INF223J01QK5,PGIM India Ultra Short Term Fund - Direct Plan - Bonus,18.2209,28-Jul-2019,PGIM India Mutual Fund,Other,1101.15,1.62,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138357,INF223J01QM1,PGIM India Ultra Short Term Fund - Direct Plan - Dividend,15.25,28-Jul-2019,PGIM India Mutual Fund,Other,2588.24,1.22,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138366,INF223J01VK5,PGIM India Ultra Short Term Fund - Direct Plan - Monthly Bonus,12.7173,03-Apr-2018,PGIM India Mutual Fund,Other,2154.43,1.78,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138364,INF223J01QT6,PGIM India Ultra Short Term Fund - Direct Plan - Quarterly Dividend,11.2976,28-Jul-2019,PGIM India Mutual Fund,Other,188.81,1.04,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138349,INF223J01FI2,PGIM India Ultra Short Term Fund - Dividend,16.077,28-Jul-2019,PGIM India Mutual Fund,Other,3984.51,2.09,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138365,INF223J01VJ7,PGIM India Ultra Short Term Fund - Monthly Bonus,13.9637,02-Apr-2019,PGIM India Mutual Fund,Other,438.32,0.96,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138353,INF223J01JH6,PGIM India Ultra Short Term Fund - Quarterly Dividend,11.5762,28-Jul-2019,PGIM India Mutual Fund,Other,2423.85,0.82,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138346,INF223J01GA7,PGIM India Ultra Short Term Fund - Regular Plan - Bonus,16.6686,31-Jan-2019,PGIM India Mutual Fund,Other,2847.32,2.06,0.0,0.0,0.0,0.0,0.0,0.0,moderate
142641,INF769K01DX6,Mirae Asset Short Duration Fund - Direct Plan - Growth,17.3177,23-Mar-2026,Mirae Asset Mutual Fund,Other,1792.18,1.94,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148728,INF174V01AL7,Mahindra Manulife Short Duration Fund - Regular Plan - IDCW,11.1857,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,1056.68,0.96,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148727,INF174V01AJ1,Mahindra Manulife Short Duration Fund - Regular Plan - Growth,13.1631,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,4054.65,1.75,0.0,0.0,0.0,0.0,0.0,0.0,moderate
145827,INF204KB1Q99,NIPPON INDIA OVERNIGHT FUND - MONTHLY IDCW Option,100.4637,23-Mar-2026,Nippon India Mutual Fund,Other,689.02,2.2,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147742,INF769K01FD3,Mirae Asset Overnight Fund Regular Monthly IDCW,1003.6332,23-Mar-2026,Mirae Asset Mutual Fund,Other,1628.13,2.08,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147739,INF769K01FE1,Mirae Asset Overnight Fund Regular Plan Growth,1371.5562,23-Mar-2026,Mirae Asset Mutual Fund,Other,3892.56,1.13,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147741,-,Mirae Asset Overnight Fund Regular Weekly IDCW,1000.7179,23-Mar-2026,Mirae Asset Mutual Fund,Other,3887.32,2.21,0.0,0.0,0.0,0.0,0.0,0.0,moderate
145830,-,NIPPON INDIA OVERNIGHT FUND - DAILY IDCW Option,100.005,23-Mar-2026,Nippon India Mutual Fund,Other,2654.35,2.11,0.0,0.0,0.0,0.0,0.0,0.0,moderate
145812,-,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - DAILY IDCW Option,100.005,23-Mar-2026,Nippon India Mutual Fund,Other,4882.47,1.82,0.0,0.0,0.0,0.0,0.0,0.0,moderate
145810,INF204KB1R31,Nippon India Overnight Fund - Direct Plan - Growth Option,144.5045,23-Mar-2026,Nippon India Mutual Fund,Other,715.2,1.15,0.0,0.0,0.0,0.0,0.0,0.0,moderate
145824,INF204KB1R64,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - MONTHLY IDCW Option,100.4783,23-Mar-2026,Nippon India Mutual Fund,Other,183.04,1.53,0.0,0.0,0.0,0.0,0.0,0.0,moderate
145825,INF204KB1R80,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - QUARTERLY IDCW Option,100.3135,23-Mar-2026,Nippon India Mutual Fund,Other,3873.78,1.39,0.0,0.0,0.0,0.0,0.0,0.0,moderate
145823,-,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - WEEKLY IDCW Option,100.048,23-Mar-2026,Nippon India Mutual Fund,Other,4055.06,1.18,0.0,0.0,0.0,0.0,0.0,0.0,moderate
145833,INF204KB1R15,NIPPON INDIA OVERNIGHT FUND - QUARTERLY IDCW Option,100.3111,23-Mar-2026,Nippon India Mutual Fund,Other,1401.36,1.47,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148729,INF174V01AM5,Mahindra Manulife Short Duration Fund - Direct Plan -Growth,13.8225,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,1442.95,1.5,0.0,0.0,0.0,0.0,0.0,0.0,moderate
145811,INF204KB1Q65,Nippon India Overnight Fund - Regular Plan - Growth Option,143.5411,23-Mar-2026,Nippon India Mutual Fund,Other,186.01,2.17,0.0,0.0,0.0,0.0,0.0,0.0,moderate
145826,-,NIPPON INDIA OVERNIGHT FUND - WEEKLY IDCW Option,100.0474,23-Mar-2026,Nippon India Mutual Fund,Other,1537.21,0.71,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150369,INF0J8L01081,NJ Overnight Fund - Direct Plan - Growth Option,1244.9593,23-Mar-2026,NJ Mutual Fund,Other,3888.4,0.78,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150368,INF0J8L01073,NJ Overnight Fund - Regular Plan - Growth Option,1240.402,23-Mar-2026,NJ Mutual Fund,Other,2638.01,2.45,0.0,0.0,0.0,0.0,0.0,0.0,moderate
152116,-,NJ Overnight Fund - Unclaimed Redemption Plan - Upto 3 Years,1081.4119,23-Mar-2026,NJ Mutual Fund,Other,1805.67,1.68,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147605,-,PGIM India Overnight Fund - Direct Plan - Daily Dividend Option,1000.0087,23-Mar-2026,PGIM India Mutual Fund,Other,1921.52,1.52,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147606,INF663L01T01,PGIM India Overnight Fund - Direct Plan - Growth Option,1387.2147,23-Mar-2026,PGIM India Mutual Fund,Other,106.63,1.55,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147608,INF663L01T19,PGIM India Overnight Fund - Direct Plan - Weekly Dividend Option,1000.8867,23-Mar-2026,PGIM India Mutual Fund,Other,1569.02,0.93,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147609,-,PGIM India Overnight Fund - Regular Plan - Daily Dividend Option,1000.0,23-Mar-2026,PGIM India Mutual Fund,Other,3267.65,1.94,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147743,-,Mirae Asset Overnight Fund Regular Daily  IDCW,1000.0075,23-Mar-2026,Mirae Asset Mutual Fund,Other,3419.96,0.54,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147740,-,Mirae Asset Overnight Fund Direct Weekly IDCW,1000.7309,23-Mar-2026,Mirae Asset Mutual Fund,Other,2643.26,1.44,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147736,INF769K01FG6,Mirae Asset Overnight Fund Direct Plan Growth,1379.6391,23-Mar-2026,Mirae Asset Mutual Fund,Other,4821.15,1.1,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147738,INF769K01FF8,Mirae Asset Overnight Fund Direct Monthly IDCW,1003.6876,23-Mar-2026,Mirae Asset Mutual Fund,Other,2374.07,1.07,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146141,INF174KA1BF9,Kotak Overnight Fund -Direct Plan-Growth Option,1435.2004,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,4462.05,1.86,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146142,INF174KA1BC6,Kotak Overnight Fund -Regular plan-Growth Option,1425.8572,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,1508.31,2.28,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146140,-,Kotak Overnight Fund-Direct Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option,1003.6055,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,1902.15,1.4,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146138,-,Kotak Overnight Fund-Regular Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option,1004.7568,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,384.65,2.29,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147516,-,LIC MF Overnight Fund-Direct Plan-Daily IDCW,1104.0916,23-Mar-2026,LIC Mutual Fund,Other,646.41,2.23,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147515,INF767K01QI3,LIC MF Overnight Fund-Direct Plan-Growth,1394.4102,23-Mar-2026,LIC Mutual Fund,Other,2627.72,1.38,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147513,INF767K01QE2,LIC MF Overnight Fund-Direct Plan-IDCW,1394.5769,23-Mar-2026,LIC Mutual Fund,Other,1411.2,1.26,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147514,-,LIC MF Overnight Fund-Direct Plan-Weekly IDCW,1087.7814,23-Mar-2026,LIC Mutual Fund,Other,4193.85,2.37,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147517,-,LIC MF Overnight Fund-Regular Plan-Daily IDCW,1102.093,23-Mar-2026,LIC Mutual Fund,Other,172.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147519,INF767K01QD4,LIC MF Overnight Fund-Regular Plan-Growth,1382.9476,23-Mar-2026,LIC Mutual Fund,Other,1957.56,2.36,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147512,INF767K01PZ9,LIC MF Overnight Fund-Regular Plan-IDCW,1223.233,23-Mar-2026,LIC Mutual Fund,Other,1752.99,2.09,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147518,-,LIC MF Overnight Fund-Regular Plan-Weekly IDCW,1180.2706,23-Mar-2026,LIC Mutual Fund,Other,194.71,1.72,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147563,-,Mahindra Manulife Overnight Fund - Direct Plan - Daily IDCW,1396.0334,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,709.41,0.73,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147564,INF174V01838,Mahindra Manulife Overnight Fund - Direct Plan -Growth,1392.6083,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,2126.85,1.08,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147566,-,Mahindra Manulife Overnight Fund - Regular Plan - Daily IDCW,1226.7327,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,2515.04,2.44,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147565,INF174V01812,Mahindra Manulife Overnight Fund - Regular Plan - Growth,1383.2456,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,2081.02,1.14,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149471,-,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW beyond 3 years,1000.0,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,2701.59,0.69,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149470,-,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW upto 3 years,1276.8995,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,3016.15,1.92,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147737,-,Mirae Asset Overnight Fund Direct Daily IDCW,1000.0212,23-Mar-2026,Mirae Asset Mutual Fund,Other,148.63,1.97,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147607,INF663L01T50,PGIM India Overnight Fund - Regular Plan - Weekly Dividend Option,1007.4555,23-Mar-2026,PGIM India Mutual Fund,Other,4873.55,0.67,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147600,INF663L01T43,PGIM India Overnight Fund - Regular Plan- Growth Option,1381.0873,23-Mar-2026,PGIM India Mutual Fund,Other,4250.6,1.65,0.0,0.0,0.0,0.0,0.0,0.0,moderate
151190,INF966L01AZ7,quant Overnight Fund - Growth Option - Direct Plan,12.2974,23-Mar-2026,quant Mutual Fund,Other,215.62,1.64,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150565,INF680P01232,Shriram Overnight Fund - Regular Growth,12.3849,23-Mar-2026,Shriram Mutual Fund,Other,1059.58,2.2,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150559,INF680P01265,Shriram Overnight Fund - Regular Weekly IDCW,10.0035,26-Jun-2024,Shriram Mutual Fund,Other,3149.83,1.61,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146964,INF903JA1HJ9,Sundaram Overnight Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),1000.03,13-Sep-2024,Sundaram Mutual Fund,Other,3928.48,1.73,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146956,INF903JA1HL5,Sundaram Overnight Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),1067.4522,13-Sep-2024,Sundaram Mutual Fund,Other,2933.66,1.14,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146963,INF903JA1HG5,Sundaram Overnight Fund Direct Plan - Growth,1428.8016,23-Mar-2026,Sundaram Mutual Fund,Other,820.12,1.64,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146962,INF903JA1HH3,Sundaram Overnight Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),1032.6595,23-Mar-2026,Sundaram Mutual Fund,Other,4074.51,0.97,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146957,INF903JA1HM3,Sundaram Overnight Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),1032.6595,23-Mar-2026,Sundaram Mutual Fund,Other,3216.18,0.79,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146955,INF903JA1HK7,Sundaram Overnight Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),1049.5696,13-Sep-2024,Sundaram Mutual Fund,Other,2002.01,1.25,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146953,INF903JA1HC4,Sundaram Overnight Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),1000.03,13-Sep-2024,Sundaram Mutual Fund,Other,3403.24,1.98,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146958,INF903JA1HE0,Sundaram Overnight Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),1068.8381,13-Sep-2024,Sundaram Mutual Fund,Other,1373.53,2.33,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146959,INF903JA1GZ7,Sundaram Overnight Fund Regular Plan - Growth,1418.9908,23-Mar-2026,Sundaram Mutual Fund,Other,1791.44,1.42,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146960,INF903JA1HA8,Sundaram Overnight Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),1027.8134,23-Mar-2026,Sundaram Mutual Fund,Other,4595.68,1.79,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146961,INF903JA1HF7,Sundaram Overnight Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),1027.8134,23-Mar-2026,Sundaram Mutual Fund,Other,1523.47,0.71,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146954,INF903JA1HD2,Sundaram Overnight Fund Regular Plan - Weekly Payout of Income Distribution cum Capital Withdrawal (IDCW),1048.3636,13-Sep-2024,Sundaram Mutual Fund,Other,2402.94,2.31,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146978,-,TATA Overnight Fund Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option,1000.0,23-Mar-2026,Tata Mutual Fund,Other,4461.69,1.64,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146979,-,TATA Overnight Fund Regular Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option,1000.0,23-Mar-2026,Tata Mutual Fund,Other,3567.83,2.06,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146980,INF277K018T5,Tata Overnight Fund-Direct Plan-Growth,1420.0047,23-Mar-2026,Tata Mutual Fund,Other,404.8,2.09,0.0,0.0,0.0,0.0,0.0,0.0,moderate
146977,INF277K016T9,Tata Overnight Fund-Regular Plan-Growth,1408.8423,23-Mar-2026,Tata Mutual Fund,Other,821.78,1.01,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149796,-,TRUST MF OVERNIGHT FUND-DIRECT PLAN-DAILY IDCW REINVESTMENT,1245.0042,23-Mar-2026,Trust Mutual Fund,Other,138.42,1.56,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149797,INF0GCD01453,TRUST MF OVERNIGHT FUND-DIRECT PLAN-GROWTH,1272.2575,23-Mar-2026,Trust Mutual Fund,Other,3191.52,2.42,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150560,INF680P01307,Shriram Overnight Fund - Regular Monthly IDCW,10.0106,23-Mar-2026,Shriram Mutual Fund,Other,789.93,1.21,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150558,-,Shriram Overnight Fund - Regular Daily IDCW,10.0001,23-Mar-2026,Shriram Mutual Fund,Other,1204.37,2.0,0.0,0.0,0.0,0.0,0.0,0.0,moderate
